country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Senegal,SEN,10-03-2021,68205,68205,,188,3224,0.41,0.41,,193,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,11-03-2021,,,,,5262,,,,314,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,12-03-2021,,,,,6876,,,,411,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,13-03-2021,131186,131186,,,9581,0.78,0.78,,572,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,14-03-2021,131186,131186,,0,9450,0.78,0.78,,564,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,15-03-2021,139118,139118,,7932,10336,0.83,0.83,,617,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,16-03-2021,144207,144207,,5089,10884,0.86,0.86,,650,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,17-03-2021,146208,146208,,2001,11143,0.87,0.87,,665,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,18-03-2021,148246,148246,,2038,8435,0.89,0.89,,504,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,19-03-2021,150857,150857,,2611,5809,0.9,0.9,,347,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,20-03-2021,159168,159168,,8311,3997,0.95,0.95,,239,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,21-03-2021,159168,159168,,0,3997,0.95,0.95,,239,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,22-03-2021,169653,169653,,10485,4362,1.01,1.01,,261,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,23-03-2021,180463,180463,,10810,5179,1.08,1.08,,309,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,24-03-2021,197900,197900,,17437,7385,1.18,1.18,,441,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,25-03-2021,211323,211323,,13423,9011,1.26,1.26,,538,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,26-03-2021,225309,225309,,13986,10636,1.35,1.35,,635,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,27-03-2021,231723,231723,,6414,10365,1.38,1.38,,619,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,28-03-2021,,,,,10535,,,,629,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,29-03-2021,234099,234099,,,9207,1.4,1.4,,550,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,30-03-2021,247750,247750,,13651,9612,1.48,1.48,,574,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,31-03-2021,260754,260754,,13004,8979,1.56,1.56,,536,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,01-04-2021,274942,274942,,14188,9088,1.64,1.64,,543,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,02-04-2021,288319,288319,,13377,9001,1.72,1.72,,538,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,03-04-2021,299178,299178,,10859,9636,1.79,1.79,,575,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,04-04-2021,302857,302857,,3679,9992,1.81,1.81,,597,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,05-04-2021,305364,305364,,2507,10181,1.82,1.82,,608,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,06-04-2021,308318,308318,,2954,8653,1.84,1.84,,517,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,07-04-2021,,,,,8123,,,,485,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Senegal,SEN,08-04-2021,326910,326910,,,7424,1.95,1.95,,443,Sinopharm/Beijing,Ministry of Health,https://twitter.com/MinisteredelaS1/status/1380102539497107463
Serbia,SRB,08-01-2021,7000,7000,,,,0.1,0.1,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,09-01-2021,,,,,1150,,,,169,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,10-01-2021,9300,9300,,,1150,0.14,0.14,,169,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,11-01-2021,,,,,1503,,,,221,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,12-01-2021,,,,,1680,,,,247,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,13-01-2021,,,,,1785,,,,262,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,14-01-2021,18136,18136,,,1856,0.27,0.27,,273,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,15-01-2021,,,,,2221,,,,326,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,16-01-2021,,,,,2687,,,,395,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,17-01-2021,,,,,3153,,,,463,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,18-01-2021,,,,,3468,,,,510,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,19-01-2021,,,,,3783,,,,556,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,20-01-2021,44611,44611,,,4098,0.66,0.66,,602,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,21-01-2021,84832,84832,,40221,9528,1.25,1.25,,1400,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,22-01-2021,119711,119711,,34879,13880,1.76,1.76,,2040,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,23-01-2021,163355,163355,,43644,19485,2.4,2.4,,2864,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,24-01-2021,217800,217800,,54445,26632,3.2,3.2,,3914,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,25-01-2021,256521,256521,,38721,31534,3.77,3.77,,4634,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,26-01-2021,319504,319504,,62983,39901,4.7,4.7,,5864,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,27-01-2021,361830,361830,,42326,45317,5.32,5.32,,6660,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,28-01-2021,401556,401556,,39726,45246,5.9,5.9,,6649,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,29-01-2021,430759,430759,,29203,44435,6.33,6.33,,6530,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,30-01-2021,437380,437380,,6621,39146,6.43,6.43,,5753,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,31-01-2021,,,,,34158,,,,5020,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,01-02-2021,,,,,31416,,,,4617,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,02-02-2021,495964,495964,,,25209,7.29,7.29,,3705,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,03-02-2021,513652,513652,,17688,21689,7.55,7.55,,3187,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,04-02-2021,526930,526930,,13278,17911,7.74,7.74,,2632,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,05-02-2021,538373,538373,,11443,15373,7.91,7.91,,2259,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,06-02-2021,,,,,14844,,,,2181,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,07-02-2021,544209,544209,,,12472,8,8,,1833,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,08-02-2021,,,,,14258,,,,2095,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,09-02-2021,,,,,16044,,,,2358,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,10-02-2021,640299,592634,47665,,18092,9.41,8.71,0.7,2659,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,11-02-2021,,,,,30195,,,,4437,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,12-02-2021,836287,710138,126149,,42559,12.29,10.44,1.85,6254,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,13-02-2021,,,,,52908,,,,7775,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,14-02-2021,987000,805000,182000,,63256,14.5,11.83,2.67,9296,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,15-02-2021,,,,,63654,,,,9355,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,16-02-2021,,,,,64051,,,,9413,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,17-02-2021,,,,,64449,,,,9471,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,18-02-2021,,,,,55424,,,,8145,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,19-02-2021,,,,,46398,,,,6819,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,20-02-2021,,,,,40606,,,,5967,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,21-02-2021,,,,,34814,,,,5116,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,22-02-2021,,,,,34814,,,,5116,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,23-02-2021,1300330,827561,472769,,34814,19.11,12.16,6.95,5116,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,24-02-2021,1343718,856359,487359,43388,36039,19.75,12.59,7.16,5296,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,25-02-2021,1375872,878143,497729,32154,35659,20.22,12.91,7.31,5240,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,26-02-2021,1393086,886086,507000,17214,33145,20.47,13.02,7.45,4871,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,27-02-2021,1433055,921248,511807,39969,33881,21.06,13.54,7.52,4979,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
Serbia,SRB,28-02-2021,1436682,924683,511999,3627,29426,21.11,13.59,7.52,4324,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4327119/koronavirus-srbija-podaci-9.-april-2021..html
